Domain,Canonical,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HSTS,HSTS Header,HSTS Max Age,HSTS All Subdomains,HSTS Preload Ready,Broken Root,Broken WWW
ushmm.gov,http://www.ushmm.gov,True,True,http://www.ushmm.org/,False,False,False,False,False,True,False,,,False,False,False,False
usich.gov,http://usich.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
usicn.gov,http://www.usicn.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
usint.gov,http://usint.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,True
usip.gov,http://www.usip.gov,True,True,http://www.usip.org/,False,False,False,False,True,True,False,,,False,False,False,False
usitc.gov,http://usitc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
usmarshals.gov,http://www.usmarshals.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
usmint.gov,http://www.usmint.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
usmission.gov,http://www.usmission.gov,True,True,http://www.usembassy.gov/,False,False,False,False,True,True,False,,,False,False,True,False
usoge.gov,http://www.usoge.gov,True,True,http://www.oge.gov/home.aspx,False,False,False,False,False,False,False,,,False,False,True,False
usphs.gov,http://usphs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
uspis.gov,http://www.uspis.gov,True,False,,False,False,False,True,False,True,False,max-age=1296000,1296000,False,False,False,False
usprobation.gov,http://www.usprobation.gov,True,True,http://www.uscourts.gov/services-forms/probation-and-pretrial-services,False,False,False,False,False,True,False,,,False,False,True,False
usps.gov,https://www.usps.gov,True,True,https://www.usps.com/,True,True,False,True,False,False,False,,,False,False,True,False
uspsoig.gov,https://uspsoig.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False
uspto.gov,http://www.uspto.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
ussc.gov,http://www.ussc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
usss.gov,http://usss.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
ustaxcourt.gov,http://ustaxcourt.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
ustda.gov,http://ustda.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False
ustr.gov,https://ustr.gov,True,False,,True,True,False,True,False,False,True,max-age=86400,86400,False,False,False,False
ustreas.gov,http://www.ustreas.gov,True,True,http://www.treasury.gov/pages/default.aspx,False,False,False,False,False,True,False,,,False,False,False,False
usvpp.gov,http://www.usvpp.gov,True,True,http://www.usembassy.gov/,False,False,False,False,True,True,False,,,False,False,False,False
utahfireinfo.gov,http://www.utahfireinfo.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
va.gov,http://va.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
vaccines.gov,http://www.vaccines.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
vallescaldera.gov,http://vallescaldera.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
vcf.gov,http://www.vcf.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
vef.gov,http://vef.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
vehiclehistory.gov,http://www.vehiclehistory.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
verifypayment.gov,http://verifypayment.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
vet-biz.gov,http://vet-biz.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
vetapp.gov,http://vetapp.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
vetbiz.gov,http://www.vetbiz.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
veterans.gov,http://www.veterans.gov,True,True,http://www.dol.gov/vets/,False,False,False,False,False,True,False,,,False,False,False,False
vetsuccess.gov,http://vetsuccess.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
visitthecapital.gov,http://www.visitthecapital.gov,True,False,,False,False,False,True,False,True,False,,,False,False,False,False
visitthecapitol.gov,https://www.visitthecapitol.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
vista.gov,http://www.vista.gov,True,True,http://www.nationalservice.gov/programs/americorps,False,False,False,False,False,False,False,,,False,False,False,False
vistacampus.gov,http://www.vistacampus.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
vitm.gov,http://vitm.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
voa.gov,http://www.voa.gov,True,True,http://www.voanews.com/,False,False,False,False,False,True,False,,,False,False,False,False
volcano.gov,http://volcano.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
volunteer.gov,http://volunteer.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
volunteeringinamerica.gov,http://www.volunteeringinamerica.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
volunteersforprosperity.gov,http://volunteersforprosperity.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
wapa.gov,http://www.wapa.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
wartimecontracting.gov,http://www.wartimecontracting.gov,True,True,http://cybercemetery.unt.edu/archive/cwc/20110929213815/http://www.wartimecontracting.gov/,False,False,False,False,False,False,False,,,False,False,False,False
watermonitor.gov,http://watermonitor.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,True
wdl.gov,http://www.wdl.gov,True,True,http://www.wdl.org/en/,False,False,False,False,False,False,False,,,False,False,False,False
wdol.gov,http://wdol.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
weather.gov,http://www.weather.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
webharvest.gov,http://webharvest.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
welcometousa.gov,http://www.welcometousa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
wethepeople.gov,http://wethepeople.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
wh.gov,http://www.wh.gov,True,True,https://www.whitehouse.gov/,True,False,False,True,False,False,True,max-age=3600;includeSubDomains;preload,3600,True,False,False,False
whaging.gov,http://whaging.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
whistleblowers.gov,http://www.whistleblowers.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
whitehouse.gov,https://www.whitehouse.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,False,False,False
whitehouseconferenceonaging.gov,http://whitehouseconferenceonaging.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
whitehousedrugpolicy.gov,http://www.whitehousedrugpolicy.gov,True,True,https://www.whitehouse.gov/ondcp,True,False,False,False,False,False,False,,,False,False,False,False
wildfire.gov,http://www.wildfire.gov,True,False,,False,False,False,False,True,True,False,,,False,False,True,False
wildlifeadaptationstrategy.gov,http://www.wildlifeadaptationstrategy.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
windpoweringamerica.gov,http://www.windpoweringamerica.gov,True,True,http://apps2.eere.energy.gov/wind/windexchange/,False,False,False,False,False,False,False,,,False,False,False,False
wizard.gov,http://wizard.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
wlci.gov,https://www.wlci.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
wmatc.gov,http://wmatc.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
womenbiz.gov,http://www.womenbiz.gov,True,True,https://www.sba.gov/category/navigation-structure/contracting,False,False,False,False,False,False,False,,,False,False,False,False
womenfarmerclaims.gov,https://www.womenfarmerclaims.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False
womenshealth.gov,http://womenshealth.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
womenshistorymonth.gov,http://womenshistorymonth.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
woodsy.gov,http://woodsy.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
woodsyowl.gov,http://woodsyowl.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
workplace.gov,https://www.workplace.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
worlddigitallibrary.gov,http://www.worlddigitallibrary.gov,True,True,http://www.wdl.org/en/,False,False,False,False,False,False,False,,,False,False,False,False
worldwar1centennial.gov,http://worldwar1centennial.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
wrp.gov,https://www.wrp.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
ymp.gov,http://ymp.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
youthgo.gov,https://youthgo.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
youthrules.gov,http://www.youthrules.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
